0,515,
1,515,
2,515,
3,514,
4,515,
5,515,
6,515,
7,515,
8,515,
9,515,
10,516,
11,515,
12,515,
13,515,
14,516,
15,516,
16,516,
17,516,
18,516,
19,516,
20,516,
21,516,
22,516,
23,515,
24,515,
25,516,
26,515,
27,516,
28,520,
29,520,
30,523,
31,526,
32,526,
33,524,
34,523,
35,520,
36,516,
37,514,
38,514,
39,514,
40,515,
41,516,
42,518,
43,519,
44,519,
45,519,
46,519,
47,519,
48,519,
49,518,
50,518,
51,517,
52,516,
53,515,
54,513,
55,511,
56,509,
57,508,
58,508,
59,509,
60,510,
61,508,
62,507,
63,507,
64,507,
65,506,
66,506,
67,506,
68,506,
69,506,
70,506,
71,506,
72,506,
73,505,
74,506,
75,506,
76,505,
77,505,
78,506,
79,505,
80,505,
81,506,
82,508,
83,509,
84,508,
85,506,
86,506,
87,506,
88,506,
89,506,
90,506,
91,506,
92,506,
93,506,
94,507,
95,507,
96,506,
97,506,
98,506,
99,506,
100,506,
101,505,
102,506,
103,506,
104,506,
105,506,
106,506,
107,506,
108,505,
109,506,
110,506,
111,504,
112,504,
113,503,
114,499,
115,499,
116,501,
117,503,
118,504,
119,506,
120,507,
121,508,
122,507,
123,507,
124,505,
125,503,
126,503,
127,502,
128,502,
129,502,
130,502,
131,503,
132,503,
133,504,
134,505,
135,505,
136,506,
137,508,
138,510,
139,512,
140,512,
141,513,
142,513,
143,513,
144,513,
145,515,
146,515,
147,514,
148,515,
149,515,
150,515,
151,516,
152,516,
153,515,
154,518,
155,518,
156,519,
157,518,
158,515,
159,516,
160,515,
161,516,
162,516,
163,516,
164,516,
165,516,
166,516,
167,515,
168,518,
169,519,
170,515,
171,515,
172,516,
173,516,
174,515,
175,515,
176,515,
177,515,
178,515,
179,515,
180,515,
181,515,
182,515,
183,516,
184,516,
185,516,
186,516,
187,516,
188,515,
189,516,
190,516,
191,515,
192,515,
193,516,
194,518,
195,517,
196,518,
197,522,
198,522,
199,521,
200,519,
201,518,
202,516,
203,515,
204,514,
205,515,
206,516,
207,517,
208,518,
209,519,
210,519,
211,519,
212,519,
213,519,
214,519,
215,518,
216,518,
217,517,
218,516,
219,515,
220,514,
221,511,
222,510,
223,510,
224,509,
225,510,
226,510,
227,508,
228,508,
229,507,
230,507,
231,507,
232,506,
233,506,
234,506,
235,506,
236,506,
237,506,
238,506,
239,506,
240,506,
241,506,
242,508,
243,508,
244,508,
245,508,
246,508,
247,508,
248,508,
249,509,
250,509,
251,506,
252,506,
253,509,
254,510,
255,506,
256,506,
257,506,
258,506,
259,507,
260,506,
261,506,
262,506,
263,506,
264,506,
265,506,
266,506,
267,506,
268,506,
269,506,
270,506,
271,506,
272,506,
273,506,
274,506,
275,506,
276,505,
277,504,
278,505,
279,503,
280,500,
281,500,
282,502,
283,503,
284,504,
285,506,
286,508,
287,507,
288,507,
289,506,
290,505,
291,503,
292,503,
293,503,
294,502,
295,503,
296,503,
297,503,
298,503,
299,504,
300,505,
301,506,
302,507,
303,509,
304,511,
305,512,
306,513,
307,513,
308,513,
309,513,
310,515,
311,515,
312,514,
313,515,
314,515,
315,516,
316,516,
317,516,
318,516,
319,516,
320,516,
321,516,
322,516,
323,518,
324,518,
325,519,
326,518,
327,518,
328,517,
329,516,
330,516,
331,516,
332,516,
333,516,
334,515,
335,515,
336,515,
337,516,
338,519,
339,518,
340,515,
341,515,
342,515,
343,515,
344,515,
345,516,
346,516,
347,515,
348,516,
349,516,
350,516,
351,516,
352,516,
353,516,
354,515,
355,516,
356,516,
357,516,
358,515,
359,518,
360,518,
361,518,
362,520,
363,522,
364,522,
365,520,
366,519,
367,518,
368,516,
369,515,
370,514,
371,516,
372,516,
373,517,
374,519,
375,519,
376,519,
377,519,
378,519,
379,519,
380,520,
381,519,
382,518,
383,517,
384,516,
385,515,
386,513,
387,511,
388,509,
389,510,
390,509,
391,509,
392,509,
393,509,
394,508,
395,507,
396,507,
397,507,
398,506,
399,506,
400,506,
401,506,
402,507,
403,506,
404,506,
405,506,
406,506,
407,506,
408,506,
409,506,
410,506,
411,506,
412,506,
413,506,
414,506,
415,506,
416,506,
417,507,
418,507,
419,507,
420,506,
421,507,
422,506,
423,509,
424,510,
425,507,
426,507,
427,506,
428,506,
429,506,
430,506,
431,506,
432,506,
433,506,
434,506,
435,506,
436,506,
437,507,
438,506,
439,506,
440,506,
441,506,
442,504,
443,505,
444,505,
445,501,
446,500,
447,503,
448,505,
449,508,
450,510,
451,511,
452,512,
453,512,
454,507,
455,505,
456,503,
457,502,
458,503,
459,502,
460,502,
461,502,
462,503,
463,503,
464,503,
465,504,
466,505,
467,506,
468,508,
469,510,
470,511,
471,513,
472,513,
473,513,
474,514,
475,514,
476,514,
477,515,
478,515,
479,515,
480,515,
481,516,
482,516,
483,516,
484,516,
485,516,
486,516,
487,516,
