488,516,
489,517,
490,516,
491,516,
492,516,
493,518,
494,519,
495,519,
496,516,
497,516,
498,516,
499,515,
500,515,
501,516,
502,516,
503,516,
504,516,
505,515,
506,515,
507,515,
508,518,
509,519,
510,518,
511,516,
512,516,
513,516,
514,516,
515,516,
516,516,
517,516,
518,516,
519,516,
520,515,
521,516,
522,516,
523,516,
524,516,
525,519,
526,518,
527,518,
528,521,
529,523,
530,522,
531,520,
532,519,
533,517,
534,516,
535,514,
536,514,
537,516,
538,517,
539,518,
540,520,
541,520,
542,520,
543,520,
544,520,
545,520,
546,519,
547,518,
548,518,
549,517,
550,516,
551,514,
552,512,
553,510,
554,510,
555,509,
556,509,
557,509,
558,509,
559,508,
560,507,
561,508,
562,507,
563,507,
564,506,
565,506,
566,506,
567,506,
568,506,
569,506,
570,506,
571,506,
572,506,
573,506,
574,506,
575,506,
576,507,
577,506,
578,506,
579,506,
580,506,
581,507,
582,507,
583,507,
584,509,
585,508,
586,507,
587,507,
588,506,
589,506,
590,507,
591,507,
592,507,
593,507,
594,510,
595,509,
596,506,
597,506,
598,506,
599,506,
600,506,
601,506,
602,507,
603,507,
604,506,
605,506,
606,507,
607,506,
608,504,
609,505,
610,504,
611,500,
612,501,
613,502,
614,503,
615,505,
616,505,
617,507,
618,507,
619,507,
620,506,
621,505,
622,504,
623,503,
624,503,
625,502,
626,503,
627,503,
628,503,
629,504,
630,504,
631,505,
632,506,
633,507,
634,509,
635,511,
636,512,
637,513,
638,513,
639,513,
640,513,
641,514,
642,515,
643,515,
644,515,
645,516,
646,515,
647,516,
648,517,
649,516,
650,516,
651,516,
652,516,
653,516,
654,516,
655,516,
656,516,
657,516,
658,516,
659,517,
660,516,
661,516,
662,519,
663,519,
664,518,
665,515,
666,515,
667,515,
668,516,
669,516,
670,516,
671,516,
672,515,
673,516,
674,515,
675,515,
676,516,
677,516,
678,517,
679,519,
680,519,
681,516,
682,516,
683,516,
684,516,
685,516,
686,516,
687,516,
688,516,
689,516,
690,517,
691,518,
692,518,
693,519,
694,523,
695,523,
696,521,
697,519,
698,519,
699,517,
700,515,
701,515,
702,515,
703,516,
704,517,
705,519,
706,519,
707,520,
708,520,
709,520,
710,520,
711,519,
712,519,
713,518,
714,517,
715,516,
716,515,
717,514,
718,512,
719,511,
720,510,
721,510,
722,510,
723,511,
724,509,
725,508,
726,508,
727,507,
728,507,
729,507,
730,507,
731,506,
732,506,
733,506,
734,506,
735,506,
736,506,
737,506,
738,506,
739,506,
740,506,
741,506,
742,506,
743,506,
744,506,
745,506,
746,507,
747,507,
748,507,
749,507,
750,508,
751,507,
752,507,
753,507,
754,507,
755,507,
756,507,
757,507,
758,507,
759,507,
760,507,
761,506,
762,506,
763,508,
764,509,
765,508,
766,507,
767,506,
768,506,
769,506,
770,507,
771,506,
772,507,
773,505,
774,505,
775,505,
776,503,
777,500,
778,501,
779,503,
780,504,
781,505,
782,506,
783,508,
784,507,
785,507,
786,506,
787,504,
788,504,
789,503,
790,503,
791,503,
792,503,
793,503,
794,503,
795,504,
796,505,
797,505,
798,507,
799,508,
800,509,
801,511,
802,513,
803,513,
804,513,
805,512,
806,514,
807,515,
808,515,
809,515,
810,516,
811,515,
812,516,
813,516,
814,516,
815,516,
816,516,
817,516,
818,517,
819,516,
820,516,
821,517,
822,516,
823,516,
824,517,
825,516,
826,517,
827,516,
828,516,
829,517,
830,517,
831,519,
832,518,
833,517,
834,516,
835,516,
836,516,
837,516,
838,515,
839,516,
840,515,
841,515,
842,516,
843,516,
844,516,
845,516,
846,516,
847,516,
848,517,
849,520,
850,518,
851,516,
852,516,
853,517,
854,516,
855,516,
856,519,
857,518,
858,518,
859,521,
860,523,
861,522,
862,520,
863,519,
864,518,
865,516,
866,517,
867,518,
868,520,
869,521,
870,523,
871,523,
872,522,
873,519,
874,519,
875,520,
876,519,
877,519,
878,518,
879,518,
880,517,
881,516,
882,515,
883,513,
884,511,
885,510,
886,509,
887,510,
888,510,
889,509,
890,509,
891,508,
892,507,
893,507,
894,507,
895,507,
896,507,
897,506,
898,507,
899,506,
900,506,
901,506,
902,506,
903,506,
904,506,
905,506,
906,506,
907,506,
908,508,
909,506,
910,506,
911,506,
912,506,
913,507,
914,507,
915,507,
916,507,
917,507,
918,506,
919,507,
920,507,
921,507,
922,507,
923,507,
924,507,
925,507,
926,506,
927,507,
928,506,
929,506,
930,507,
931,506,
932,507,
933,508,
934,511,
935,510,
936,506,
937,507,
938,507,
939,504,
940,505,
941,505,
942,502,
943,500,
944,501,
945,503,
946,504,
947,506,
948,507,
949,508,
950,508,
951,507,
952,506,
953,505,
954,503,
955,503,
956,503,
957,503,
958,503,
959,503,
960,504,
961,504,
962,505,
963,506,
964,507,
965,508,
966,510,
967,512,
968,513,
969,513,
970,513,
971,514,
972,514,
973,515,
974,516,
975,515,
976,515,
977,516,
978,516,
979,516,
980,516,
981,516,
982,516,
983,516,
984,517,
985,516,
986,516,
987,516,
988,516,
989,516,
990,516,
991,516,
992,517,
993,516,
994,516,
995,516,
996,516,
997,516,
998,516,
999,519,
